trial_id,run_id,resolution_minutes,outer_fold,model,c_value,inner_fold_count,inner_event_count,inner_oof_brier,inner_fold_brier_json,selected
8afe53b072f03b38,5840890d5afe6d1c,1,0,m0,1,3,30946,0.247934125551,"[0.24559618135541575, 0.24818075424927435, 0.2502198599068733]",False
4c3f33d08222c0aa,5840890d5afe6d1c,1,0,m0,10,3,30946,0.247934121096,"[0.2455961537353151, 0.24818075563282657, 0.2502198745204738]",True
6e73a9699139a64e,5840890d5afe6d1c,1,0,m1,0.01,3,30946,0.247872862875,"[0.24558845203233112, 0.24820490071454288, 0.2500102737935568]",False
2f4d022fe51ff1fd,5840890d5afe6d1c,1,0,m1,0.1,3,30946,0.247872411195,"[0.24558577991424277, 0.2482056347459265, 0.25001098998145604]",False
82ed8b67bb107ab0,5840890d5afe6d1c,1,0,m1,1,3,30946,0.247872366892,"[0.2455855127646924, 0.2482057080619094, 0.25001106434384845]",False
9426baccd191ca6f,5840890d5afe6d1c,1,0,m1,10,3,30946,0.247872362471,"[0.24558548605124336, 0.24820571539251846, 0.2500110718076063]",True
68c71ca678db8f7b,5840890d5afe6d1c,1,1,m0,0.01,3,30512,0.249041651254,"[0.24818059435036913, 0.25021828251659295, 0.24878421936943085]",True
e17820e1e4b069f7,5840890d5afe6d1c,1,1,m0,0.1,3,30512,0.249042810942,"[0.24818074034188553, 0.250219714048221, 0.24878614162792267]",False
c7f239e2faf006fc,5840890d5afe6d1c,1,1,m0,1,3,30512,0.249042928392,"[0.24818075424927435, 0.2502198599068733, 0.24878633635713837]",False
f08fe81f9ccdeae7,5840890d5afe6d1c,1,1,m0,10,3,30512,0.249042940152,"[0.24818075563282657, 0.2502198745204738, 0.2487863558554609]",False
aa5c096c6a4bfd67,5840890d5afe6d1c,1,1,m1,0.01,3,30512,0.248995555573,"[0.24820490071454288, 0.2500102737935568, 0.2488220639016005]",True
0d501915de8fee39,5840890d5afe6d1c,1,1,m1,0.1,3,30512,0.248996835998,"[0.2482056347459265, 0.25001098998145604, 0.24882443565641435]",False
11effca0998a11ef,5840890d5afe6d1c,1,1,m1,1,3,30512,0.248996965775,"[0.2482057080619094, 0.25001106434384845, 0.24882467543591957]",False
5515d6a8d6e8186b,5840890d5afe6d1c,1,1,m1,10,3,30512,0.24899697877,"[0.24820571539251846, 0.2500110718076063, 0.24882469944025784]",False
bba36f71ad52ec1c,5840890d5afe6d1c,1,2,m0,0.01,3,30212,0.249564154655,"[0.25021828251659295, 0.24878421936943085, 0.24972117929473298]",True
578f7a8e6c5f411e,5840890d5afe6d1c,1,2,m0,0.1,3,30212,0.249565666885,"[0.250219714048221, 0.24878614162792267, 0.24972235186908082]",False
dadfc0fc7c77c20d,5840890d5afe6d1c,1,2,m0,1,3,30212,0.249565820211,"[0.2502198599068733, 0.24878633635713837, 0.24972247023210606]",False
79e6193b34f39101,5840890d5afe6d1c,1,2,m0,10,3,30212,0.249565835565,"[0.2502198745204738, 0.2487863558554609, 0.24972248207983805]",False
8ca8813394ad8433,5840890d5afe6d1c,1,2,m1,0.01,3,30212,0.249466501696,"[0.2500102737935568, 0.2488220639016005, 0.24959303721699921]",True
c4638210fe5e64ce,5840890d5afe6d1c,1,2,m1,0.1,3,30212,0.249467919397,"[0.25001098998145604, 0.24882443565641435, 0.24959416647104032]",False
d5764001654c4571,5840890d5afe6d1c,1,2,m1,1,3,30212,0.249468063418,"[0.25001106434384845, 0.24882467543591957, 0.24959428080633886]",False
6cb6b2cd346f8682,5840890d5afe6d1c,1,2,m1,10,3,30212,0.249468077843,"[0.2500110718076063, 0.24882469944025784, 0.2495942922542753]",False
f2e0183783135d37,5840890d5afe6d1c,1,3,m0,0.01,3,30984,0.248020513533,"[0.24878421936943085, 0.24972117929473298, 0.245666279952549]",True
bb82a1784d8ed3c5,5840890d5afe6d1c,1,3,m0,0.1,3,30984,0.24802103012,"[0.24878614162792267, 0.24972235186908082, 0.245664812001758]",False
dfb4fb6614cdc195,5840890d5afe6d1c,1,3,m0,1,3,30984,0.248021082884,"[0.24878633635713837, 0.24972247023210606, 0.2456646649560238]",False
5780cf15fcdff958,5840890d5afe6d1c,1,3,m0,10,3,30984,0.248021088172,"[0.2487863558554609, 0.24972248207983805, 0.24566465024895662]",False
092aead0ea9d282f,5840890d5afe6d1c,1,3,m1,0.01,3,30984,0.24793574083,"[0.2488220639016005, 0.24959303721699921, 0.2455038802423351]",True
862d885ef3e81bd0,5840890d5afe6d1c,1,3,m1,0.1,3,30984,0.247936358027,"[0.24882443565641435, 0.24959416647104032, 0.2455023115132956]",False
6cc9f221f18c0029,5840890d5afe6d1c,1,3,m1,1,3,30984,0.247936421027,"[0.24882467543591957, 0.24959428080633886, 0.24550215451482785]",False
67e2cd2440d7276f,5840890d5afe6d1c,1,3,m1,10,3,30984,0.24793642734,"[0.24882469944025784, 0.2495942922542753, 0.245502138813722]",False
8ab86356499a7b48,5840890d5afe6d1c,1,4,m0,0.01,3,32376,0.244354629045,"[0.24972117929473298, 0.245666279952549, 0.238530794015746]",False
ac38a1ae72226b9c,5840890d5afe6d1c,1,4,m0,0.1,3,32376,0.244349565309,"[0.24972235186908082, 0.245664812001758, 0.23851707921230358]",False
489aed2694d1d34a,5840890d5afe6d1c,1,4,m0,1,3,32376,0.244349248737,"[0.24972247023210606, 0.2456646649560238, 0.23851623316650222]",False
8bd17936f38a41a8,5840890d5afe6d1c,1,4,m0,10,3,32376,0.244349217067,"[0.24972248207983805, 0.24566465024895662, 0.2385161485174303]",True
fc3ca014649e409f,5840890d5afe6d1c,1,4,m1,0.01,3,32376,0.24385068683,"[0.24959303721699921, 0.2455038802423351, 0.23739202108874066]",False
fbdd7241b5ce1703,5840890d5afe6d1c,1,4,m1,0.1,3,32376,0.243846815882,"[0.24959416647104032, 0.2455023115132956, 0.23738174188635858]",False
