trial_id,run_id,resolution_minutes,outer_fold,model,alpha,inner_fold_count,inner_event_count,inner_oof_mean_squared_error,inner_fold_mse_json,selected
ae17944d4cde7d64,a33442697ca39f89,5,11,nq_only,1000,3,2821,90.0417417871,"[57.122661593189974, 99.09164733098294, 110.93149133269992]",True
c662b722254c4667,a33442697ca39f89,5,11,cross_market,0.01,3,2821,90.3335790096,"[57.65286375663408, 99.1144822248408, 111.26367905717657]",False
2e954e8fd53fa1fe,a33442697ca39f89,5,11,cross_market,0.1,3,2821,90.3333720382,"[57.65246642563498, 99.11435124511857, 111.26357060361578]",False
1d9b20c94a4a5610,a33442697ca39f89,5,11,cross_market,1,3,2821,90.3313204235,"[57.6485244778663, 99.11305659126802, 111.26249510346376]",False
0c31e6cb8442b100,a33442697ca39f89,5,11,cross_market,10,3,2821,90.3124835268,"[57.612023325876244, 99.10150734553397, 111.2525777986648]",False
56933d4c96a1e2d5,a33442697ca39f89,5,11,cross_market,100,3,2821,90.2163745026,"[57.412074767913026, 99.0590268577854, 111.19874355520668]",False
4e7c19a66a676103,a33442697ca39f89,5,11,cross_market,1000,3,2821,90.1063317719,"[57.199569245700296, 99.09724496623976, 111.0406294832276]",True
ff7346834d022ea3,a33442697ca39f89,1,0,nq_only,0.01,3,13105,68.152958408,"[48.51851000416647, 78.4309199704587, 77.82513638426124]",False
bb8f207fb4d449bc,a33442697ca39f89,1,0,nq_only,0.1,3,13105,68.1529555684,"[48.518506948608504, 78.43091234840789, 77.82513813420327]",False
4864e9ff996d215a,a33442697ca39f89,1,0,nq_only,1,3,13105,68.1529271802,"[48.518476404515596, 78.43083614674099, 77.8251556303948]",False
e4122381139ad9f8,a33442697ca39f89,1,0,nq_only,10,3,13105,68.1526441682,"[48.51817210749606, 78.43007600904983, 77.82533026992526]",False
e38b75df8dfeb930,a33442697ca39f89,1,0,nq_only,100,3,13105,68.1498980098,"[48.51523894606567, 78.42265752002419, 77.82704490399152]",False
3b6716119c96f98f,a33442697ca39f89,1,0,nq_only,1000,3,13105,68.1286447511,"[48.493645529455165, 78.36283587993863, 77.8414440537592]",True
fc19f6d35bec5ca6,a33442697ca39f89,1,0,cross_market,0.01,3,13105,68.3809033882,"[48.98852221005489, 78.42783914044483, 78.02936711453084]",False
8b2e75e0df98ab41,a33442697ca39f89,1,0,cross_market,0.1,3,13105,68.3808889247,"[48.98849468100907, 78.42782901721303, 78.02936137618288]",False
2fdc635f24995bcf,a33442697ca39f89,1,0,cross_market,1,3,13105,68.3807444319,"[48.98821972806972, 78.42772783628637, 78.0293040263407]",False
65ea3d7488e1d6d0,a33442697ca39f89,1,0,cross_market,10,3,13105,68.3793133474,"[48.98550308263424, 78.42672114462925, 78.02873385708061]",False
20c8d379fd074351,a33442697ca39f89,1,0,cross_market,100,3,13105,68.366157577,"[48.96099457923647, 78.4171439787419, 78.0233357386301]",False
7e13a6c8e51620d6,a33442697ca39f89,1,0,cross_market,1000,3,13105,68.2867662947,"[48.82240964641441, 78.35329466281198, 77.98724784551577]",True
89df76c5fd322dcc,a33442697ca39f89,1,1,nq_only,0.01,3,13801,119.522351173,"[78.4309199704587, 77.82513638426124, 190.01343180597516]",False
3afcf3d64d8e91c6,a33442697ca39f89,1,1,nq_only,0.1,3,13801,119.522348291,"[78.43091234840789, 77.82513813420327, 190.0134286652058]",False
f09e50ad3f2d3ea0,a33442697ca39f89,1,1,nq_only,1,3,13801,119.522319478,"[78.43083614674099, 77.8251556303948, 190.01339726637335]",False
ce1d6f0f826ee5d2,a33442697ca39f89,1,1,nq_only,10,3,13801,119.522032133,"[78.43007600904983, 77.82533026992526, 190.01308416207283]",False
945f92a54c2423fa,a33442697ca39f89,1,1,nq_only,100,3,13801,119.519235273,"[78.42265752002419, 77.82704490399152, 190.01003946961163]",False
95898416117e2eda,a33442697ca39f89,1,1,nq_only,1000,3,13801,119.497261507,"[78.36283587993863, 77.8414440537592, 189.98654533529398]",True
29c155e11813e203,a33442697ca39f89,1,1,cross_market,0.01,3,13801,119.629495402,"[78.42783914044483, 78.02936711453084, 190.12400599284757]",False
93262acc992dd1a8,a33442697ca39f89,1,1,cross_market,0.1,3,13801,119.629488866,"[78.42782901721303, 78.02936137618288, 190.12400166871006]",False
d68c584910f6dd5f,a33442697ca39f89,1,1,cross_market,1,3,13801,119.629423536,"[78.42772783628637, 78.0293040263407, 190.1239584220833]",False
c89c6c0482019063,a33442697ca39f89,1,1,cross_market,10,3,13801,119.628772688,"[78.42672114462925, 78.02873385708061, 190.12352546460255]",False
0411ec181ab921d0,a33442697ca39f89,1,1,cross_market,100,3,13801,119.62250369,"[78.4171439787419, 78.0233357386301, 190.11917475282317]",False
880b6c9093ea06c1,a33442697ca39f89,1,1,cross_market,1000,3,13801,119.577396714,"[78.35329466281198, 77.98724784551577, 190.0813057971161]",True
872d932bbfb4af2b,a33442697ca39f89,1,2,nq_only,0.01,3,14789,332.817554993,"[77.82513638426124, 190.01343180597516, 699.5469975994419]",True
2eb5149e7569466c,a33442697ca39f89,1,2,nq_only,0.1,3,14789,332.817577996,"[77.82513813420327, 190.0134286652058, 699.5470653078918]",False
0439203347c6ed07,a33442697ca39f89,1,2,nq_only,1,3,14789,332.817807999,"[77.8251556303948, 190.01339726637335, 699.5477423024056]",False
8d9dfd3565d31654,a33442697ca39f89,1,2,nq_only,10,3,14789,332.820105102,"[77.82533026992526, 190.01308416207283, 699.5545032603279]",False
c0c60c9d8d9fa89c,a33442697ca39f89,1,2,nq_only,100,3,14789,332.842787508,"[77.82704490399152, 190.01003946961163, 699.6212253317857]",False
117033bc48107b21,a33442697ca39f89,1,2,nq_only,1000,3,14789,333.043775499,"[77.8414440537592, 189.98654533529398, 700.2096881244447]",False
6ea97b96ec39b1fe,a33442697ca39f89,1,2,cross_market,0.01,3,14789,332.657687434,"[78.02936711453084, 190.12400599284757, 698.7974286327877]",True
f8bb18528951ed18,a33442697ca39f89,1,2,cross_market,0.1,3,14789,332.65772553,"[78.02936137618288, 190.12400166871006, 698.7975475157887]",False
55359a559d9adc00,a33442697ca39f89,1,2,cross_market,1,3,14789,332.658106384,"[78.0293040263407, 190.1239584220833, 698.7987359995016]",False
02e450c0793bc275,a33442697ca39f89,1,2,cross_market,10,3,14789,332.661903775,"[78.02873385708061, 190.12352546460255, 698.8105863416638]",False
